id_vente,date_vente,produit,quantite,prix_unitaire,total_vente,categorie,vendeur
V07052,2025-05-04,Souris Logitech M185,1,15,15,Accessoires,Diallo Ibrahima
V07053,2025-02-11,Clavier mécanique Redragon,19,60,1140,Accessoires,Bah Mariama
V07054,2025-08-18,Téléphone iPhone 13,8,950,7600,Téléphonie,Diallo Ibrahima
V07055,2025-04-27,Clé USB 64 Go Kingston,8,12,96,Accessoires,Bah Mariama
V07056,2025-11-04,Téléphone iPhone 13,15,950,14250,Téléphonie,Camara Ousmane
V07057,2025-02-11,Écran Dell 24’’,7,190,1330,Informatique,Diallo Ibrahima
V07058,2025-02-21,Clé USB 64 Go Kingston,3,12,36,Accessoires,Barry Fatou
V07059,2025-02-16,Clavier mécanique Redragon,2,60,120,Accessoires,Sow Mamadou
V07060,2025-02-18,Disque Dur Externe 1To,7,75,525,Stockage,Sow Mamadou
V07061,2025-05-21,Casque Sony WH-CH510,20,55,1100,Audio,Bah Mariama
V07062,2025-08-28,Écran Dell 24’’,15,190,2850,Informatique,Diallo Ibrahima
V07063,2025-08-28,Disque SSD 512 Go,2,120,240,Stockage,Sow Mamadou
V07064,2025-08-02,Câble HDMI 2m,6,5,30,Accessoires,Bah Mariama
V07065,2025-04-20,Ordinateur Lenovo ThinkPad,14,970,13580,Informatique,Camara Ousmane
V07066,2025-03-29,Clavier mécanique Redragon,19,60,1140,Accessoires,Barry Fatou
V07067,2025-06-09,Ordinateur Portable HP,3,750,2250,Informatique,Barry Fatou
V07068,2025-02-28,Téléphone iPhone 13,1,950,950,Téléphonie,Diallo Ibrahima
V07069,2025-02-02,Écran Dell 24’’,3,190,570,Informatique,Bah Mariama
V07070,2025-05-31,Téléphone Samsung A15,4,210,840,Téléphonie,Camara Ousmane
V07071,2025-08-08,Téléphone iPhone 13,1,950,950,Téléphonie,Camara Ousmane
V07072,2025-06-30,Clé USB 64 Go Kingston,18,12,216,Accessoires,Barry Fatou
V07073,2025-10-14,Casque Sony WH-CH510,3,55,165,Audio,Camara Ousmane
V07074,2025-08-31,Clavier mécanique Redragon,10,60,600,Accessoires,Camara Ousmane
V07075,2025-07-28,Souris Logitech M185,8,15,120,Accessoires,Bah Mariama
V07076,2025-04-21,Souris Gamer Logitech G502,20,60,1200,Accessoires,Camara Ousmane
V07077,2025-10-04,Haut-parleur Bluetooth,4,30,120,Audio,Sow Mamadou
V07078,2025-04-08,Clé USB 64 Go Kingston,9,12,108,Accessoires,Barry Fatou
V07079,2025-09-25,Haut-parleur JBL Go 3,1,40,40,Audio,Camara Ousmane
V07080,2025-05-28,Ordinateur Portable HP,5,750,3750,Informatique,Sow Mamadou
V07081,2025-05-03,Souris Gamer Logitech G502,13,60,780,Accessoires,Bah Mariama
V07082,2025-01-30,Haut-parleur JBL Go 3,9,40,360,Audio,Camara Ousmane
V07083,2025-10-25,Clé USB 64 Go Kingston,8,12,96,Accessoires,Sow Mamadou
V07084,2025-07-20,Ordinateur Portable Dell,1,880,880,Informatique,Sow Mamadou
V07085,2025-03-31,Ordinateur Portable HP,18,750,13500,Informatique,Camara Ousmane
V07086,2025-08-22,Casque Sony WH-CH510,6,55,330,Audio,Sow Mamadou
V07087,2025-09-07,Téléphone Samsung A15,19,210,3990,Téléphonie,Sow Mamadou
V07088,2025-09-15,Imprimante Epson EcoTank,3,160,480,Informatique,Sow Mamadou
V07089,2025-02-13,Disque SSD 512 Go,12,120,1440,Stockage,Barry Fatou
V07090,2025-01-08,Écran Dell 24’’,14,190,2660,Informatique,Diallo Ibrahima
V07091,2025-08-31,Clé USB 32 Go SanDisk,4,8,32,Accessoires,Sow Mamadou
V07092,2025-06-13,Imprimante Canon Pixma,15,120,1800,Informatique,Diallo Ibrahima
V07093,2025-01-22,Souris Gamer Logitech G502,19,60,1140,Accessoires,Bah Mariama
V07094,2025-07-09,Haut-parleur JBL Go 3,11,40,440,Audio,Bah Mariama
V07095,2025-07-14,Câble HDMI 2m,2,5,10,Accessoires,Barry Fatou
V07096,2025-02-07,Ordinateur Portable Dell,9,880,7920,Informatique,Bah Mariama
V07097,2025-07-13,Clé USB 32 Go SanDisk,1,8,8,Accessoires,Camara Ousmane
V07098,2025-07-12,Souris Gamer Logitech G502,13,60,780,Accessoires,Bah Mariama
V07099,2025-04-11,Souris Gamer Logitech G502,11,60,660,Accessoires,Barry Fatou
V07100,2025-09-06,Ordinateur Lenovo ThinkPad,17,970,16490,Informatique,Sow Mamadou
V07101,2025-05-02,Clé USB 32 Go SanDisk,1,8,8,Accessoires,Sow Mamadou
V07102,2025-09-23,Disque SSD 512 Go,17,120,2040,Stockage,Sow Mamadou
V07103,2025-10-17,Téléphone Samsung A15,17,210,3570,Téléphonie,Bah Mariama
V07104,2025-01-13,Haut-parleur Bluetooth,5,30,150,Audio,Camara Ousmane
V07105,2025-09-12,Écran Dell 24’’,11,190,2090,Informatique,Camara Ousmane
V07106,2025-01-25,Câble HDMI 2m,12,5,60,Accessoires,Diallo Ibrahima
V07107,2025-10-07,Clavier mécanique Redragon,11,60,660,Accessoires,Sow Mamadou
V07108,2025-11-06,Souris Gamer Logitech G502,6,60,360,Accessoires,Sow Mamadou
V07109,2025-06-09,Écran Dell 24’’,17,190,3230,Informatique,Bah Mariama
V07110,2025-09-07,Souris Gamer Logitech G502,2,60,120,Accessoires,Diallo Ibrahima
V07111,2025-08-14,Haut-parleur Bluetooth,19,30,570,Audio,Bah Mariama
V07112,2025-06-10,Disque Dur Externe 1To,13,75,975,Stockage,Camara Ousmane
V07113,2025-11-05,Disque SSD 512 Go,17,120,2040,Stockage,Camara Ousmane
V07114,2025-10-04,Téléphone iPhone 13,11,950,10450,Téléphonie,Camara Ousmane
V07115,2025-05-21,Clavier mécanique Redragon,3,60,180,Accessoires,Sow Mamadou
V07116,2025-05-07,Clé USB 32 Go SanDisk,14,8,112,Accessoires,Barry Fatou
V07117,2025-10-14,Disque SSD 512 Go,9,120,1080,Stockage,Barry Fatou
V07118,2025-01-03,Téléphone iPhone 13,12,950,11400,Téléphonie,Barry Fatou
V07119,2025-09-10,Haut-parleur JBL Go 3,19,40,760,Audio,Diallo Ibrahima
V07120,2025-03-02,Haut-parleur Bluetooth,5,30,150,Audio,Camara Ousmane
V07121,2025-01-16,Disque SSD 512 Go,6,120,720,Stockage,Camara Ousmane
V07122,2025-02-02,Souris Logitech M185,6,15,90,Accessoires,Camara Ousmane
V07123,2025-04-12,Téléphone Samsung A15,3,210,630,Téléphonie,Diallo Ibrahima
V07124,2025-01-18,Ordinateur Portable HP,8,750,6000,Informatique,Camara Ousmane
V07125,2025-01-05,Ordinateur Portable HP,5,750,3750,Informatique,Diallo Ibrahima
V07126,2025-10-12,Haut-parleur JBL Go 3,11,40,440,Audio,Sow Mamadou
V07127,2025-05-29,Ordinateur Lenovo ThinkPad,9,970,8730,Informatique,Diallo Ibrahima
V07128,2025-08-01,Souris Logitech M185,12,15,180,Accessoires,Barry Fatou
V07129,2025-10-26,Imprimante Canon Pixma,8,120,960,Informatique,Diallo Ibrahima
V07130,2025-06-16,Clé USB 32 Go SanDisk,8,8,64,Accessoires,Sow Mamadou
V07131,2025-03-20,Disque Dur Externe 1To,13,75,975,Stockage,Sow Mamadou
V07132,2025-07-21,Ordinateur Portable Dell,13,880,11440,Informatique,Barry Fatou
V07133,2025-04-11,Disque Dur Externe 1To,13,75,975,Stockage,Barry Fatou
V07134,2025-04-27,Câble HDMI 2m,6,5,30,Accessoires,Barry Fatou
V07135,2025-08-20,Clavier mécanique Redragon,13,60,780,Accessoires,Camara Ousmane
V07136,2025-06-11,Ordinateur Portable HP,1,750,750,Informatique,Sow Mamadou
V07137,2025-01-14,Disque Dur Externe 1To,19,75,1425,Stockage,Sow Mamadou
V07138,2025-06-15,Téléphone iPhone 13,5,950,4750,Téléphonie,Sow Mamadou
V07139,2025-02-07,Disque SSD 512 Go,13,120,1560,Stockage,Diallo Ibrahima
V07140,2025-01-17,Haut-parleur Bluetooth,9,30,270,Audio,Camara Ousmane
V07141,2025-08-19,Clavier mécanique Redragon,9,60,540,Accessoires,Bah Mariama
V07142,2025-04-22,Clé USB 32 Go SanDisk,14,8,112,Accessoires,Diallo Ibrahima
V07143,2025-08-23,Imprimante Canon Pixma,9,120,1080,Informatique,Sow Mamadou
V07144,2025-03-11,Clé USB 32 Go SanDisk,16,8,128,Accessoires,Barry Fatou
V07145,2025-02-07,Clé USB 64 Go Kingston,14,12,168,Accessoires,Barry Fatou
V07146,2025-05-25,Souris Gamer Logitech G502,8,60,480,Accessoires,Bah Mariama
V07147,2025-01-20,Téléphone iPhone 13,7,950,6650,Téléphonie,Diallo Ibrahima
V07148,2025-05-06,Clavier mécanique Redragon,2,60,120,Accessoires,Sow Mamadou
V07149,2025-11-07,Disque SSD 512 Go,11,120,1320,Stockage,Camara Ousmane
V07150,2025-04-22,Clé USB 64 Go Kingston,12,12,144,Accessoires,Barry Fatou
V07151,2025-06-25,Casque Bluetooth JBL,10,45,450,Audio,Diallo Ibrahima
V07152,2025-08-06,Imprimante Canon Pixma,16,120,1920,Informatique,Barry Fatou
V07153,2025-06-12,Téléphone iPhone 13,15,950,14250,Téléphonie,Sow Mamadou
V07154,2025-06-29,Casque Bluetooth JBL,4,45,180,Audio,Sow Mamadou
V07155,2025-06-22,Casque Bluetooth JBL,6,45,270,Audio,Bah Mariama
V07156,2025-05-20,Câble HDMI 2m,13,5,65,Accessoires,Sow Mamadou
V07157,2025-05-30,Téléphone iPhone 13,11,950,10450,Téléphonie,Diallo Ibrahima
V07158,2025-08-06,Imprimante Epson EcoTank,3,160,480,Informatique,Barry Fatou
V07159,2025-10-17,Disque Dur Externe 1To,8,75,600,Stockage,Sow Mamadou
V07160,2025-02-19,Ordinateur Portable Dell,14,880,12320,Informatique,Barry Fatou
V07161,2025-08-19,Casque Sony WH-CH510,18,55,990,Audio,Barry Fatou
V07162,2025-08-13,Casque Sony WH-CH510,4,55,220,Audio,Sow Mamadou
V07163,2025-10-28,Casque Sony WH-CH510,10,55,550,Audio,Camara Ousmane
V07164,2025-09-03,Imprimante Canon Pixma,19,120,2280,Informatique,Diallo Ibrahima
V07165,2025-06-11,Ordinateur Lenovo ThinkPad,14,970,13580,Informatique,Sow Mamadou
V07166,2025-02-23,Clé USB 64 Go Kingston,6,12,72,Accessoires,Barry Fatou
V07167,2025-01-24,Casque Sony WH-CH510,20,55,1100,Audio,Bah Mariama
V07168,2025-04-17,Téléphone Samsung A15,7,210,1470,Téléphonie,Camara Ousmane
V07169,2025-06-05,Imprimante Epson EcoTank,3,160,480,Informatique,Camara Ousmane
V07170,2025-02-17,Casque Bluetooth JBL,7,45,315,Audio,Camara Ousmane
V07171,2025-09-09,Clé USB 64 Go Kingston,15,12,180,Accessoires,Camara Ousmane
V07172,2025-08-02,Disque SSD 512 Go,2,120,240,Stockage,Bah Mariama
V07173,2025-04-10,Disque SSD 512 Go,16,120,1920,Stockage,Sow Mamadou
V07174,2025-06-30,Haut-parleur JBL Go 3,14,40,560,Audio,Bah Mariama
V07175,2025-05-17,Clavier mécanique Redragon,3,60,180,Accessoires,Diallo Ibrahima
V07176,2025-09-11,Ordinateur Portable HP,4,750,3000,Informatique,Camara Ousmane
V07177,2025-01-19,Haut-parleur Bluetooth,16,30,480,Audio,Barry Fatou
V07178,2025-05-22,Clavier mécanique Redragon,3,60,180,Accessoires,Diallo Ibrahima
V07179,2025-06-18,Ordinateur Lenovo ThinkPad,10,970,9700,Informatique,Bah Mariama
V07180,2025-08-17,Clavier mécanique Redragon,7,60,420,Accessoires,Bah Mariama
V07181,2025-01-21,Clavier mécanique Redragon,12,60,720,Accessoires,Diallo Ibrahima
V07182,2025-06-01,Haut-parleur JBL Go 3,10,40,400,Audio,Diallo Ibrahima
V07183,2025-09-21,Haut-parleur JBL Go 3,9,40,360,Audio,Barry Fatou
V07184,2025-03-16,Ordinateur Lenovo ThinkPad,13,970,12610,Informatique,Bah Mariama
V07185,2025-09-07,Câble HDMI 2m,15,5,75,Accessoires,Bah Mariama
V07186,2025-07-23,Téléphone iPhone 13,19,950,18050,Téléphonie,Barry Fatou
V07187,2025-03-31,Haut-parleur Bluetooth,9,30,270,Audio,Barry Fatou
V07188,2025-02-06,Écran Dell 24’’,5,190,950,Informatique,Bah Mariama
V07189,2025-08-12,Disque Dur Externe 1To,14,75,1050,Stockage,Diallo Ibrahima
V07190,2025-03-24,Câble HDMI 2m,16,5,80,Accessoires,Sow Mamadou
V07191,2025-05-25,Haut-parleur JBL Go 3,5,40,200,Audio,Camara Ousmane
V07192,2025-06-13,Ordinateur Lenovo ThinkPad,15,970,14550,Informatique,Barry Fatou
V07193,2025-08-21,Ordinateur Portable Dell,9,880,7920,Informatique,Sow Mamadou
V07194,2025-05-11,Téléphone Samsung A15,6,210,1260,Téléphonie,Bah Mariama
V07195,2025-09-15,Téléphone Samsung A15,20,210,4200,Téléphonie,Diallo Ibrahima
V07196,2025-09-29,Imprimante Canon Pixma,10,120,1200,Informatique,Camara Ousmane
V07197,2025-09-10,Imprimante Epson EcoTank,5,160,800,Informatique,Camara Ousmane
V07198,2025-04-21,Souris Gamer Logitech G502,6,60,360,Accessoires,Bah Mariama
V07199,2025-09-29,Clé USB 64 Go Kingston,17,12,204,Accessoires,Camara Ousmane
V07200,2025-05-07,Écran Dell 24’’,14,190,2660,Informatique,Camara Ousmane
V07201,2025-07-09,Écran Dell 24’’,8,190,1520,Informatique,Sow Mamadou
V07202,2025-09-13,Souris Gamer Logitech G502,11,60,660,Accessoires,Diallo Ibrahima
V07203,2025-02-06,Téléphone iPhone 13,16,950,15200,Téléphonie,Sow Mamadou
V07204,2025-10-04,Haut-parleur JBL Go 3,12,40,480,Audio,Diallo Ibrahima
V07205,2025-03-19,Clé USB 64 Go Kingston,4,12,48,Accessoires,Diallo Ibrahima
V07206,2025-09-05,Imprimante Canon Pixma,16,120,1920,Informatique,Camara Ousmane
V07207,2025-07-06,Imprimante Canon Pixma,7,120,840,Informatique,Barry Fatou
V07208,2025-03-18,Casque Bluetooth JBL,17,45,765,Audio,Bah Mariama
V07209,2025-04-25,Haut-parleur JBL Go 3,14,40,560,Audio,Camara Ousmane
V07210,2025-08-11,Souris Logitech M185,16,15,240,Accessoires,Diallo Ibrahima
V07211,2025-10-16,Clé USB 32 Go SanDisk,18,8,144,Accessoires,Sow Mamadou
V07212,2025-03-04,Ordinateur Portable HP,15,750,11250,Informatique,Diallo Ibrahima
V07213,2025-09-27,Clavier mécanique Redragon,20,60,1200,Accessoires,Diallo Ibrahima
V07214,2025-06-13,Câble HDMI 2m,6,5,30,Accessoires,Sow Mamadou
V07215,2025-05-31,Disque SSD 512 Go,12,120,1440,Stockage,Barry Fatou
V07216,2025-07-15,Téléphone iPhone 13,9,950,8550,Téléphonie,Camara Ousmane
V07217,2025-01-13,Clé USB 64 Go Kingston,13,12,156,Accessoires,Camara Ousmane
V07218,2025-01-03,Ordinateur Lenovo ThinkPad,7,970,6790,Informatique,Bah Mariama
V07219,2025-02-12,Haut-parleur JBL Go 3,7,40,280,Audio,Bah Mariama
V07220,2025-01-18,Ordinateur Portable Dell,19,880,16720,Informatique,Bah Mariama
V07221,2025-01-19,Imprimante Canon Pixma,6,120,720,Informatique,Barry Fatou
V07222,2025-01-18,Ordinateur Portable Dell,11,880,9680,Informatique,Barry Fatou
V07223,2025-05-02,Souris Logitech M185,5,15,75,Accessoires,Bah Mariama
V07224,2025-03-26,Téléphone Samsung A15,7,210,1470,Téléphonie,Camara Ousmane
V07225,2025-10-18,Clé USB 32 Go SanDisk,8,8,64,Accessoires,Bah Mariama
V07226,2025-09-30,Haut-parleur Bluetooth,6,30,180,Audio,Barry Fatou
V07227,2025-11-09,Disque Dur Externe 1To,7,75,525,Stockage,Barry Fatou
V07228,2025-09-29,Ordinateur Lenovo ThinkPad,4,970,3880,Informatique,Barry Fatou
V07229,2025-01-04,Écran Dell 24’’,12,190,2280,Informatique,Barry Fatou
V07230,2025-02-04,Haut-parleur Bluetooth,7,30,210,Audio,Bah Mariama
V07231,2025-05-31,Clavier mécanique Redragon,2,60,120,Accessoires,Sow Mamadou
V07232,2025-06-24,Clé USB 64 Go Kingston,16,12,192,Accessoires,Bah Mariama
V07233,2025-04-22,Téléphone Samsung A15,14,210,2940,Téléphonie,Bah Mariama
V07234,2025-03-30,Imprimante Epson EcoTank,20,160,3200,Informatique,Diallo Ibrahima
V07235,2025-10-10,Souris Gamer Logitech G502,4,60,240,Accessoires,Bah Mariama
V07236,2025-08-01,Ordinateur Portable Dell,5,880,4400,Informatique,Sow Mamadou
V07237,2025-01-24,Casque Bluetooth JBL,16,45,720,Audio,Camara Ousmane
V07238,2025-06-21,Casque Bluetooth JBL,5,45,225,Audio,Barry Fatou
V07239,2025-06-24,Clavier mécanique Redragon,6,60,360,Accessoires,Diallo Ibrahima
V07240,2025-08-01,Casque Sony WH-CH510,20,55,1100,Audio,Diallo Ibrahima
V07241,2025-05-06,Souris Logitech M185,12,15,180,Accessoires,Camara Ousmane
V07242,2025-11-02,Casque Bluetooth JBL,16,45,720,Audio,Sow Mamadou
V07243,2025-01-09,Téléphone iPhone 13,5,950,4750,Téléphonie,Camara Ousmane
V07244,2025-05-15,Clé USB 64 Go Kingston,13,12,156,Accessoires,Barry Fatou
V07245,2025-03-17,Écran Dell 24’’,2,190,380,Informatique,Camara Ousmane
V07246,2025-04-27,Ordinateur Portable Dell,5,880,4400,Informatique,Bah Mariama
V07247,2025-04-07,Téléphone iPhone 13,20,950,19000,Téléphonie,Barry Fatou
V07248,2025-03-10,Souris Gamer Logitech G502,12,60,720,Accessoires,Barry Fatou
V07249,2025-04-23,Souris Logitech M185,12,15,180,Accessoires,Barry Fatou
V07250,2025-10-15,Imprimante Canon Pixma,14,120,1680,Informatique,Sow Mamadou
V07251,2025-09-02,Téléphone iPhone 13,10,950,9500,Téléphonie,Bah Mariama
V07252,2025-04-05,Disque SSD 512 Go,7,120,840,Stockage,Bah Mariama
V07253,2025-07-01,Clé USB 32 Go SanDisk,9,8,72,Accessoires,Camara Ousmane
V07254,2025-09-21,Imprimante Canon Pixma,15,120,1800,Informatique,Diallo Ibrahima
V07255,2025-05-12,Souris Logitech M185,9,15,135,Accessoires,Sow Mamadou
V07256,2025-02-28,Souris Gamer Logitech G502,19,60,1140,Accessoires,Barry Fatou
V07257,2025-04-23,Clé USB 64 Go Kingston,17,12,204,Accessoires,Bah Mariama
V07258,2025-08-13,Clé USB 64 Go Kingston,3,12,36,Accessoires,Sow Mamadou
V07259,2025-09-16,Câble HDMI 2m,5,5,25,Accessoires,Sow Mamadou
V07260,2025-02-05,Casque Sony WH-CH510,17,55,935,Audio,Camara Ousmane
V07261,2025-08-17,Téléphone Samsung A15,1,210,210,Téléphonie,Bah Mariama
V07262,2025-02-11,Casque Sony WH-CH510,10,55,550,Audio,Bah Mariama
V07263,2025-09-06,Ordinateur Portable Dell,6,880,5280,Informatique,Camara Ousmane
V07264,2025-06-09,Disque Dur Externe 1To,12,75,900,Stockage,Bah Mariama
V07265,2025-03-16,Ordinateur Portable HP,12,750,9000,Informatique,Diallo Ibrahima
V07266,2025-08-25,Écran Dell 24’’,10,190,1900,Informatique,Bah Mariama
V07267,2025-08-23,Haut-parleur JBL Go 3,14,40,560,Audio,Barry Fatou
V07268,2025-10-03,Ordinateur Portable Dell,6,880,5280,Informatique,Diallo Ibrahima
V07269,2025-06-11,Haut-parleur JBL Go 3,14,40,560,Audio,Camara Ousmane
V07270,2025-03-17,Ordinateur Lenovo ThinkPad,18,970,17460,Informatique,Diallo Ibrahima
V07271,2025-01-24,Clavier mécanique Redragon,19,60,1140,Accessoires,Bah Mariama
V07272,2025-04-09,Haut-parleur Bluetooth,20,30,600,Audio,Camara Ousmane
V07273,2025-03-17,Souris Gamer Logitech G502,5,60,300,Accessoires,Sow Mamadou
V07274,2025-01-26,Haut-parleur JBL Go 3,11,40,440,Audio,Diallo Ibrahima
V07275,2025-02-06,Disque SSD 512 Go,5,120,600,Stockage,Diallo Ibrahima
V07276,2025-04-03,Téléphone iPhone 13,10,950,9500,Téléphonie,Barry Fatou
V07277,2025-04-13,Casque Sony WH-CH510,6,55,330,Audio,Bah Mariama
V07278,2025-01-18,Téléphone iPhone 13,9,950,8550,Téléphonie,Bah Mariama
V07279,2025-10-16,Clé USB 64 Go Kingston,10,12,120,Accessoires,Diallo Ibrahima
V07280,2025-02-01,Téléphone iPhone 13,4,950,3800,Téléphonie,Sow Mamadou
V07281,2025-04-09,Souris Logitech M185,10,15,150,Accessoires,Barry Fatou
V07282,2025-08-18,Clavier mécanique Redragon,19,60,1140,Accessoires,Bah Mariama
V07283,2025-10-25,Téléphone iPhone 13,19,950,18050,Téléphonie,Sow Mamadou
V07284,2025-07-08,Écran Dell 24’’,6,190,1140,Informatique,Barry Fatou
V07285,2025-02-22,Écran Dell 24’’,17,190,3230,Informatique,Camara Ousmane
V07286,2025-04-01,Téléphone Samsung A15,1,210,210,Téléphonie,Bah Mariama
V07287,2025-05-07,Écran Dell 24’’,8,190,1520,Informatique,Camara Ousmane
V07288,2025-05-08,Téléphone Samsung A15,3,210,630,Téléphonie,Camara Ousmane
V07289,2025-06-06,Écran Dell 24’’,3,190,570,Informatique,Bah Mariama
V07290,2025-02-09,Clé USB 32 Go SanDisk,19,8,152,Accessoires,Barry Fatou
V07291,2025-07-03,Imprimante Epson EcoTank,20,160,3200,Informatique,Diallo Ibrahima
V07292,2025-09-27,Imprimante Canon Pixma,15,120,1800,Informatique,Barry Fatou
V07293,2025-06-10,Haut-parleur JBL Go 3,12,40,480,Audio,Barry Fatou
V07294,2025-09-11,Clavier mécanique Redragon,17,60,1020,Accessoires,Sow Mamadou
V07295,2025-02-11,Téléphone Samsung A15,1,210,210,Téléphonie,Bah Mariama
V07296,2025-08-02,Clavier mécanique Redragon,15,60,900,Accessoires,Sow Mamadou
V07297,2025-02-27,Clé USB 64 Go Kingston,15,12,180,Accessoires,Sow Mamadou
V07298,2025-02-04,Ordinateur Lenovo ThinkPad,20,970,19400,Informatique,Bah Mariama
V07299,2025-10-31,Haut-parleur Bluetooth,5,30,150,Audio,Barry Fatou
V07300,2025-07-29,Souris Logitech M185,9,15,135,Accessoires,Barry Fatou
V07301,2025-05-31,Téléphone iPhone 13,15,950,14250,Téléphonie,Barry Fatou
V07302,2025-06-06,Disque SSD 512 Go,20,120,2400,Stockage,Diallo Ibrahima
V07303,2025-05-30,Imprimante Epson EcoTank,12,160,1920,Informatique,Camara Ousmane
V07304,2025-01-19,Disque SSD 512 Go,8,120,960,Stockage,Camara Ousmane
V07305,2025-02-24,Clavier mécanique Redragon,19,60,1140,Accessoires,Camara Ousmane
V07306,2025-09-01,Haut-parleur Bluetooth,2,30,60,Audio,Bah Mariama
V07307,2025-06-13,Téléphone iPhone 13,6,950,5700,Téléphonie,Camara Ousmane
V07308,2025-09-24,Disque SSD 512 Go,20,120,2400,Stockage,Bah Mariama
V07309,2025-06-04,Ordinateur Portable Dell,12,880,10560,Informatique,Diallo Ibrahima
V07310,2025-06-28,Câble HDMI 2m,4,5,20,Accessoires,Camara Ousmane
V07311,2025-06-27,Casque Sony WH-CH510,7,55,385,Audio,Camara Ousmane
V07312,2025-04-19,Haut-parleur Bluetooth,20,30,600,Audio,Barry Fatou
V07313,2025-03-06,Ordinateur Lenovo ThinkPad,7,970,6790,Informatique,Diallo Ibrahima
V07314,2025-01-07,Clavier mécanique Redragon,8,60,480,Accessoires,Barry Fatou
V07315,2025-05-15,Souris Gamer Logitech G502,19,60,1140,Accessoires,Camara Ousmane
V07316,2025-05-12,Casque Sony WH-CH510,4,55,220,Audio,Sow Mamadou
V07317,2025-04-07,Ordinateur Portable HP,10,750,7500,Informatique,Sow Mamadou
V07318,2025-02-11,Casque Bluetooth JBL,5,45,225,Audio,Barry Fatou
V07319,2025-05-28,Haut-parleur Bluetooth,17,30,510,Audio,Barry Fatou
V07320,2025-06-01,Ordinateur Portable Dell,3,880,2640,Informatique,Camara Ousmane
V07321,2025-10-14,Clavier mécanique Redragon,11,60,660,Accessoires,Camara Ousmane
V07322,2025-07-28,Casque Sony WH-CH510,20,55,1100,Audio,Camara Ousmane
V07323,2025-09-20,Câble HDMI 2m,9,5,45,Accessoires,Sow Mamadou
V07324,2025-10-16,Écran Dell 24’’,11,190,2090,Informatique,Camara Ousmane
V07325,2025-07-05,Clé USB 64 Go Kingston,14,12,168,Accessoires,Barry Fatou
V07326,2025-06-03,Disque Dur Externe 1To,14,75,1050,Stockage,Bah Mariama
V07327,2025-08-09,Câble HDMI 2m,9,5,45,Accessoires,Barry Fatou
V07328,2025-03-10,Téléphone iPhone 13,5,950,4750,Téléphonie,Barry Fatou
V07329,2025-01-28,Imprimante Epson EcoTank,5,160,800,Informatique,Camara Ousmane
V07330,2025-07-03,Clavier mécanique Redragon,1,60,60,Accessoires,Barry Fatou
V07331,2025-10-29,Haut-parleur JBL Go 3,9,40,360,Audio,Sow Mamadou
V07332,2025-02-27,Imprimante Epson EcoTank,2,160,320,Informatique,Sow Mamadou
V07333,2025-10-11,Disque SSD 512 Go,8,120,960,Stockage,Sow Mamadou
V07334,2025-05-28,Haut-parleur Bluetooth,2,30,60,Audio,Bah Mariama
V07335,2025-02-21,Ordinateur Lenovo ThinkPad,1,970,970,Informatique,Diallo Ibrahima
V07336,2025-01-11,Clé USB 32 Go SanDisk,14,8,112,Accessoires,Barry Fatou
V07337,2025-06-09,Téléphone Samsung A15,6,210,1260,Téléphonie,Sow Mamadou
V07338,2025-03-09,Clé USB 64 Go Kingston,15,12,180,Accessoires,Barry Fatou
V07339,2025-06-29,Disque SSD 512 Go,6,120,720,Stockage,Sow Mamadou
V07340,2025-04-28,Écran Dell 24’’,2,190,380,Informatique,Camara Ousmane
V07341,2025-05-09,Casque Bluetooth JBL,1,45,45,Audio,Camara Ousmane
V07342,2025-03-29,Clé USB 64 Go Kingston,10,12,120,Accessoires,Bah Mariama
V07343,2025-10-09,Ordinateur Portable Dell,11,880,9680,Informatique,Diallo Ibrahima
V07344,2025-10-21,Clé USB 64 Go Kingston,11,12,132,Accessoires,Sow Mamadou
V07345,2025-04-08,Disque SSD 512 Go,3,120,360,Stockage,Bah Mariama
V07346,2025-04-01,Imprimante Epson EcoTank,11,160,1760,Informatique,Bah Mariama
V07347,2025-01-23,Ordinateur Lenovo ThinkPad,17,970,16490,Informatique,Diallo Ibrahima
V07348,2025-03-22,Clavier mécanique Redragon,8,60,480,Accessoires,Sow Mamadou
V07349,2025-09-21,Casque Bluetooth JBL,7,45,315,Audio,Sow Mamadou
V07350,2025-01-25,Écran Dell 24’’,14,190,2660,Informatique,Diallo Ibrahima
V07351,2025-06-29,Casque Sony WH-CH510,18,55,990,Audio,Sow Mamadou
V07352,2025-01-13,Ordinateur Portable HP,16,750,12000,Informatique,Diallo Ibrahima
V07353,2025-02-09,Téléphone Samsung A15,14,210,2940,Téléphonie,Barry Fatou
V07354,2025-10-13,Souris Gamer Logitech G502,14,60,840,Accessoires,Sow Mamadou
V07355,2025-11-08,Ordinateur Lenovo ThinkPad,3,970,2910,Informatique,Sow Mamadou
V07356,2025-03-04,Ordinateur Portable Dell,3,880,2640,Informatique,Bah Mariama
V07357,2025-07-28,Ordinateur Portable HP,12,750,9000,Informatique,Sow Mamadou
V07358,2025-01-16,Imprimante Epson EcoTank,1,160,160,Informatique,Diallo Ibrahima
V07359,2025-06-21,Clé USB 32 Go SanDisk,13,8,104,Accessoires,Diallo Ibrahima
V07360,2025-02-09,Clé USB 32 Go SanDisk,15,8,120,Accessoires,Sow Mamadou
V07361,2025-09-01,Écran Dell 24’’,20,190,3800,Informatique,Bah Mariama
